"user_id","item_id","rank"
512691530,5441,1
512691530,115,2
512691530,198,3
512691530,5816,4
512691530,217,5
512691530,5369,6
512691530,5188,7
512691530,152,8
512691530,5293,9
512691530,5268,10
512691530,36,11
512691530,3836,12
512691530,2955,13
512691530,2861,14
512691530,201,15
512691530,4107,16
512691530,3026,17
512691530,5243,18
512691530,130,19
512691530,4694,20
512691530,275,21
512691530,4392,22
512691530,5648,23
512691530,2877,24
512691530,3613,25
512691530,3785,26
512691530,5762,27
512691530,5449,28
512691530,4997,29
512691530,5,30
512691530,2992,31
512691530,5259,32
512691530,2901,33
512691530,174,34
512691530,3893,35
512691530,4785,36
512691530,264,37
512691530,3980,38
512691530,3203,39
512691530,4689,40
512691530,3332,41
512691530,158,42
512691530,5385,43
512691530,3082,44
512691530,123,45
512691530,70,46
512691530,5853,47
512691530,3931,48
512691530,88,49
512691530,4013,50
512691530,3881,51
512691530,5567,52
512691530,5716,53
512691530,1292,54
512691530,3690,55
512691530,4757,56
512691530,4599,57
512691530,2580,58
512691530,3216,59
512691530,2058,60
512691530,59,61
512691530,4244,62
512691530,1189,63
512691530,5495,64
512691530,936,65
512691530,4515,66
512691530,4459,67
512691530,5335,68
512691530,5052,69
512691530,102,70
512691530,5891,71
512691530,535,72
512691530,5057,73
512691530,66,74
512691530,1197,75
512691530,206,76
512691530,628,77
512691530,165,78
512691530,2681,79
512691530,257,80
512691530,3694,81
512691530,5501,82
512691530,1218,83
512691530,2957,84
512691530,5479,85
512691530,2763,86
512691530,4007,87
512691530,3000,88
512691530,3973,89
512691530,5130,90
512691530,272,91
512691530,5377,92
512691530,4058,93
512691530,5826,94
512691530,2655,95
512691530,5828,96
512691530,610,97
512691530,544,98
512691530,271,99
512691530,968,100
519209046,1632,1
519209046,1625,2
519209046,1821,3
519209046,1597,4
519209046,1680,5
519209046,1576,6
519209046,1752,7
519209046,1644,8
519209046,5584,9
519209046,1671,10
519209046,1828,11
519209046,1723,12
519209046,1487,13
519209046,1832,14
519209046,1818,15
519209046,4366,16
519209046,2641,17
519209046,1730,18
519209046,5622,19
519209046,2681,20
519209046,1606,21
519209046,2672,22
519209046,1608,23
519209046,1481,24
519209046,1884,25
519209046,1822,26
519209046,1605,27
519209046,5149,28
519209046,1455,29
519209046,4064,30
519209046,2528,31
519209046,2655,32
519209046,1867,33
519209046,2698,34
519209046,5756,35
519209046,2521,36
519209046,2534,37
519209046,1477,38
519209046,4420,39
519209046,5746,40
519209046,5554,41
519209046,2668,42
519209046,1533,43
519209046,1694,44
519209046,5608,45
519209046,2425,46
519209046,1418,47
519209046,1765,48
519209046,1728,49
519209046,5946,50
519209046,1747,51
519209046,1757,52
519209046,1729,53
519209046,4951,54
519209046,3609,55
519209046,4726,56
519209046,4891,57
519209046,4948,58
519209046,5016,59
519209046,1742,60
519209046,5279,61
519209046,1466,62
519209046,1769,63
519209046,68,64
519209046,1476,65
519209046,1739,66
519209046,1879,67
519209046,2504,68
519209046,2375,69
519209046,4086,70
519209046,5592,71
519209046,4912,72
519209046,1753,73
519209046,4691,74
519209046,3919,75
519209046,1936,76
519209046,3757,77
519209046,1768,78
519209046,2763,79
519209046,2370,80
519209046,5834,81
519209046,4838,82
519209046,4686,83
519209046,5125,84
519209046,4454,85
519209046,2505,86
519209046,1505,87
519209046,1692,88
519209046,1974,89
519209046,2662,90
519209046,2684,91
519209046,2378,92
519209046,1690,93
519209046,5612,94
519209046,2720,95
519209046,2533,96
519209046,2653,97
519209046,5731,98
519209046,1422,99
