"user_id","item_id","rank"
512691530,5441,1
512691530,198,2
512691530,217,3
512691530,3893,4
512691530,115,5
512691530,5369,6
512691530,5293,7
512691530,4107,8
512691530,3026,9
512691530,5188,10
512691530,5816,11
512691530,152,12
512691530,2861,13
512691530,3836,14
512691530,201,15
512691530,130,16
512691530,5648,17
512691530,5243,18
512691530,275,19
512691530,2955,20
512691530,5268,21
512691530,2877,22
512691530,3613,23
512691530,3785,24
512691530,4694,25
512691530,2992,26
512691530,36,27
512691530,2655,28
512691530,264,29
512691530,5762,30
512691530,4392,31
512691530,4785,32
512691530,88,33
512691530,2058,34
512691530,1292,35
512691530,2763,36
512691530,5449,37
512691530,3082,38
512691530,2580,39
512691530,4997,40
512691530,3931,41
512691530,5259,42
512691530,3881,43
512691530,2681,44
512691530,4689,45
512691530,936,46
512691530,2571,47
512691530,3690,48
512691530,2901,49
512691530,158,50
512691530,4599,51
512691530,174,52
512691530,5479,53
512691530,3000,54
512691530,4244,55
512691530,3980,56
512691530,5716,57
512691530,257,58
512691530,70,59
512691530,123,60
512691530,5,61
512691530,206,62
512691530,535,63
512691530,5495,64
512691530,1189,65
512691530,4013,66
512691530,3332,67
512691530,5891,68
512691530,4757,69
512691530,5385,70
512691530,5052,71
512691530,3203,72
512691530,271,73
512691530,494,74
512691530,2957,75
512691530,5236,76
512691530,5817,77
512691530,4058,78
512691530,3216,79
512691530,3973,80
512691530,2743,81
512691530,59,82
512691530,5584,83
512691530,5567,84
512691530,5826,85
512691530,4515,86
512691530,5853,87
512691530,978,88
512691530,4459,89
512691530,66,90
512691530,165,91
512691530,5335,92
512691530,544,93
512691530,1218,94
512691530,2420,95
512691530,3694,96
512691530,5057,97
512691530,2623,98
512691530,2758,99
512691530,968,100
519209046,2672,1
519209046,2641,2
519209046,1632,3
519209046,1821,4
519209046,1752,5
519209046,5584,6
519209046,1625,7
519209046,1597,8
519209046,2681,9
519209046,1680,10
519209046,1576,11
519209046,1644,12
519209046,1723,13
519209046,1671,14
519209046,1828,15
519209046,2655,16
519209046,1832,17
519209046,2668,18
519209046,1730,19
519209046,2763,20
519209046,1818,21
519209046,1884,22
519209046,1747,23
519209046,5622,24
519209046,1605,25
519209046,1822,26
519209046,1606,27
519209046,1608,28
519209046,4366,29
519209046,1487,30
519209046,2425,31
519209046,1867,32
519209046,5479,33
519209046,1742,34
519209046,1533,35
519209046,2571,36
519209046,4086,37
519209046,1728,38
519209046,2698,39
519209046,2375,40
519209046,5149,41
519209046,1757,42
519209046,2325,43
519209046,2420,44
519209046,1694,45
519209046,1753,46
519209046,4064,47
519209046,5928,48
519209046,1765,49
519209046,1879,50
519209046,1769,51
519209046,4726,52
519209046,68,53
519209046,5746,54
519209046,4951,55
519209046,4420,56
519209046,1729,57
519209046,2528,58
519209046,1481,59
519209046,1739,60
519209046,2662,61
519209046,1708,62
519209046,1455,63
519209046,2684,64
519209046,4838,65
519209046,2370,66
519209046,4635,67
519209046,1477,68
519209046,1768,69
519209046,1418,70
519209046,88,71
519209046,2593,72
519209046,2667,73
519209046,2680,74
519209046,2720,75
519209046,2633,76
519209046,4891,77
519209046,1690,78
519209046,3609,79
519209046,4912,80
519209046,275,81
519209046,4691,82
519209046,5608,83
519209046,2758,84
519209046,5554,85
519209046,2767,86
519209046,5756,87
519209046,2435,88
519209046,5020,89
519209046,217,90
519209046,5016,91
519209046,3691,92
519209046,1692,93
519209046,1851,94
519209046,257,95
519209046,2580,96
519209046,2743,97
519209046,2534,98
519209046,2653,99
519209046,1737,100
514377205,2672,1
514377205,5584,2
514377205,2655,3
514377205,2668,4
514377205,1733,5
514377205,1821,6
514377205,1597,7
514377205,1636,8
514377205,1837,9
514377205,1632,10
514377205,2443,11
514377205,3608,12
514377205,2763,13
514377205,1672,14
514377205,2684,15
514377205,2638,16
514377205,1641,17
514377205,1680,18
514377205,1635,19
514377205,1576,20
514377205,1677,21
514377205,2662,22
514377205,2425,23
514377205,1828,24
514377205,1765,25
514377205,2623,26
514377205,1681,27
514377205,2325,28
514377205,1747,29
514377205,1644,30
514377205,1730,31
514377205,3691,32
514377205,2375,33
514377205,4635,34
514377205,1884,35
514377205,1832,36
514377205,1818,37
514377205,1822,38
514377205,2673,39
514377205,2420,40
514377205,2767,41
514377205,1582,42
514377205,1836,43
514377205,4838,44
514377205,1671,45
514377205,2758,46
514377205,2720,47
514377205,1879,48
514377205,5746,49
514377205,2680,50
514377205,1694,51
514377205,2653,52
514377205,1742,53
514377205,5020,54
514377205,5928,55
514377205,1609,56
514377205,1867,57
514377205,1729,58
514377205,1728,59
514377205,1792,60
514377205,92,61
514377205,2650,62
514377205,1708,63
514377205,1739,64
514377205,3685,65
514377205,2743,66
514377205,5622,67
514377205,3961,68
514377205,4881,69
514377205,2370,70
514377205,3964,71
514377205,2678,72
514377205,2369,73
514377205,2647,74
514377205,2661,75
514377205,275,76
514377205,2598,77
514377205,2692,78
514377205,5236,79
514377205,5650,80
514377205,217,81
514377205,88,82
514377205,4163,83
514377205,1690,84
514377205,2689,85
514377205,5331,86
514377205,2643,87
514377205,5136,88
514377205,2349,89
514377205,1420,90
514377205,2435,91
514377205,1936,92
514377205,257,93
514377205,1487,94
514377205,5369,95
514377205,3591,96
514377205,551,97
514377205,2630,98
514377205,130,99
514377205,2362,100
513670761,4064,1
513670761,1487,2
513670761,5931,3
513670761,4366,4
513670761,1481,5
513670761,5756,6
513670761,1420,7
513670761,5554,8
513670761,3963,9
513670761,5016,10
513670761,4951,11
513670761,3609,12
513670761,2668,13
513670761,4948,14
513670761,2534,15
513670761,1455,16
513670761,5280,17
513670761,5834,18
513670761,4838,19
513670761,217,20
513670761,1526,21
513670761,4812,22
513670761,547,23
513670761,4503,24
513670761,3972,25
513670761,4962,26
513670761,2528,27
513670761,1476,28
513670761,5331,29
513670761,4062,30
513670761,5125,31
513670761,4420,32
513670761,1974,33
513670761,1533,34
513670761,1752,35
513670761,2662,36
513670761,1483,37
513670761,1542,38
513670761,4891,39
513670761,2514,40
513670761,2623,41
513670761,5479,42
513670761,2743,43
513670761,2443,44
513670761,1936,45
513670761,2504,46
513670761,4716,47
513670761,4912,48
513670761,1418,49
513670761,1543,50
513670761,5592,51
513670761,5941,52
513670761,5131,53
513670761,68,54
513670761,1763,55
513670761,2750,56
513670761,88,57
513670761,2756,58
513670761,2638,59
513670761,2571,60
513670761,2720,61
513670761,2680,62
513670761,1484,63
513670761,4201,64
513670761,5772,65
513670761,271,66
513670761,5612,67
513670761,5236,68
513670761,4752,69
513670761,3904,70
513670761,5419,71
513670761,4086,72
513670761,3850,73
513670761,1519,74
513670761,4049,75
513670761,2769,76
513670761,264,77
513670761,2593,78
513670761,4881,79
513670761,5279,80
513670761,130,81
513670761,4149,82
513670761,1754,83
513670761,5310,84
513670761,2633,85
513670761,2420,86
513670761,2665,87
513670761,2325,88
513670761,1739,89
513670761,4569,90
513670761,2531,91
513670761,3843,92
513670761,2375,93
513670761,3650,94
513670761,2533,95
513670761,1760,96
513670761,2425,97
513670761,1938,98
513670761,4486,99
513670761,1480,100
515172430,5793,1
515172430,5479,2
515172430,2665,3
515172430,2662,4
515172430,1752,5
515172430,2325,6
515172430,2571,7
515172430,2623,8
515172430,3893,9
515172430,1763,10
515172430,2769,11
515172430,2667,12
515172430,1760,13
515172430,4838,14
515172430,2425,15
515172430,1754,16
515172430,2698,17
515172430,2420,18
515172430,2375,19
515172430,2720,20
515172430,1688,21
515172430,2774,22
515172430,2647,23
515172430,2661,24
515172430,2633,25
515172430,217,26
515172430,3691,27
515172430,5622,28
515172430,2684,29
515172430,4635,30
515172430,1733,31
515172430,2676,32
515172430,4881,33
515172430,5369,34
515172430,1753,35
515172430,5650,36
515172430,5268,37
515172430,5411,38
515172430,5131,39
515172430,5136,40
515172430,2723,41
515172430,2369,42
515172430,4086,43
515172430,1821,44
515172430,1487,45
515172430,2748,46
515172430,4366,47
515172430,257,48
515172430,115,49
515172430,2746,50
515172430,1747,51
515172430,1739,52
515172430,1769,53
515172430,1718,54
515172430,198,55
515172430,1723,56
515172430,4064,57
515172430,1420,58
515172430,2745,59
515172430,1728,60
515172430,2770,61
515172430,2645,62
515172430,4107,63
515172430,551,64
515172430,4558,65
515172430,2773,66
515172430,275,67
515172430,5853,68
515172430,3026,69
515172430,5149,70
515172430,5236,71
515172430,5679,72
515172430,2689,73
515172430,1579,74
515172430,261,75
515172430,2579,76
515172430,5331,77
515172430,2861,78
515172430,1936,79
515172430,233,80
515172430,2656,81
515172430,2362,82
515172430,2651,83
515172430,130,84
515172430,2765,85
515172430,88,86
515172430,535,87
515172430,1218,88
515172430,4726,89
515172430,1730,90
515172430,271,91
515172430,1597,92
515172430,5505,93
515172430,5293,94
515172430,5441,95
515172430,2692,96
515172430,2725,97
515172430,3685,98
515172430,1481,99
515172430,5746,100
513874398,2672,1
513874398,2641,2
513874398,5931,3
513874398,3893,4
513874398,4366,5
513874398,2763,6
513874398,1542,7
513874398,5149,8
513874398,1455,9
513874398,2655,10
513874398,4064,11
513874398,3972,12
513874398,547,13
513874398,5331,14
513874398,2528,15
513874398,68,16
513874398,5608,17
513874398,2668,18
513874398,2443,19
513874398,1418,20
513874398,5946,21
513874398,3609,22
513874398,4420,23
513874398,1688,24
513874398,4951,25
513874398,5756,26
513874398,2534,27
513874398,2638,28
513874398,5016,29
513874398,1484,30
513874398,5592,31
513874398,4716,32
513874398,2325,33
513874398,4838,34
513874398,2623,35
513874398,2633,36
513874398,2758,37
513874398,2514,38
513874398,1974,39
513874398,1176,40
513874398,1753,41
513874398,4635,42
513874398,2767,43
513874398,1483,44
513874398,1733,45
513874398,1936,46
513874398,4691,47
513874398,2698,48
513874398,5731,49
513874398,1178,50
513874398,2504,51
513874398,5279,52
513874398,4398,53
513874398,4149,54
513874398,2680,55
513874398,3919,56
513874398,2662,57
513874398,2571,58
513874398,2593,59
513874398,5834,60
513874398,1480,61
513874398,4948,62
513874398,4686,63
513874398,2525,64
513874398,4752,65
513874398,4654,66
513874398,4726,67
513874398,2188,68
513874398,1463,69
513874398,275,70
513874398,2375,71
513874398,1723,72
513874398,2533,73
513874398,5751,74
513874398,2720,75
513874398,2425,76
513874398,1422,77
513874398,5941,78
513874398,5236,79
513874398,1769,80
513874398,4086,81
513874398,1939,82
513874398,3691,83
513874398,5131,84
513874398,2580,85
513874398,5612,86
513874398,2531,87
513874398,130,88
513874398,4569,89
513874398,3961,90
513874398,1739,91
513874398,3650,92
513874398,4486,93
513874398,4881,94
513874398,2349,95
513874398,2861,96
513874398,5650,97
513874398,1768,98
513874398,257,99
513874398,2155,100
512980445,2672,1
512980445,3893,2
512980445,2668,3
512980445,5479,4
512980445,2662,5
512980445,5584,6
512980445,5622,7
512980445,2763,8
512980445,2638,9
512980445,2633,10
512980445,2375,11
512980445,2680,12
512980445,4881,13
512980445,5411,14
512980445,2758,15
512980445,4366,16
512980445,2720,17
512980445,2325,18
512980445,5679,19
512980445,4838,20
512980445,2750,21
512980445,1752,22
512980445,198,23
512980445,3835,24
512980445,2425,25
512980445,275,26
512980445,2580,27
512980445,4951,28
512980445,1763,29
512980445,264,30
512980445,5853,31
512980445,4107,32
512980445,2767,33
512980445,2656,34
512980445,2673,35
512980445,3026,36
512980445,4392,37
512980445,2647,38
512980445,535,39
512980445,5131,40
512980445,2676,41
512980445,2769,42
512980445,1487,43
512980445,115,44
512980445,2420,45
512980445,936,46
512980445,3843,47
512980445,1760,48
512980445,2593,49
512980445,3691,50
512980445,1747,51
512980445,2623,52
512980445,4884,53
512980445,5575,54
512980445,2725,55
512980445,1688,56
512980445,4122,57
512980445,2692,58
512980445,5491,59
512980445,130,60
512980445,5136,61
512980445,3613,62
512980445,2571,63
512980445,5331,64
512980445,1420,65
512980445,4536,66
512980445,5236,67
512980445,2349,68
512980445,201,69
512980445,1974,70
512980445,1542,71
512980445,2992,72
512980445,1519,73
512980445,5376,74
512980445,4583,75
512980445,4064,76
512980445,5731,77
512980445,194,78
512980445,5268,79
512980445,5746,80
512980445,4691,81
512980445,5725,82
512980445,206,83
512980445,152,84
512980445,2745,85
512980445,4635,86
512980445,257,87
512980445,2645,88
512980445,2579,89
512980445,1936,90
512980445,5188,91
512980445,4752,92
512980445,4812,93
512980445,2746,94
512980445,3931,95
512980445,3609,96
512980445,4244,97
512980445,4420,98
512980445,3650,99
512980445,1218,100
543316845,4064,1
543316845,2541,2
543316845,1455,3
543316845,3609,4
543316845,4951,5
543316845,2655,6
543316845,5554,7
543316845,547,8
543316845,1477,9
543316845,5608,10
543316845,3972,11
543316845,1542,12
543316845,68,13
543316845,88,14
543316845,5834,15
543316845,4686,16
543316845,1974,17
543316845,1526,18
543316845,2443,19
543316845,217,20
543316845,5331,21
543316845,1752,22
543316845,2668,23
543316845,4086,24
543316845,4420,25
543316845,1476,26
543316845,4691,27
543316845,5016,28
543316845,2633,29
543316845,5131,30
543316845,1466,31
543316845,1936,32
543316845,1533,33
543316845,5479,34
543316845,1418,35
543316845,4454,36
543316845,3919,37
543316845,4912,38
543316845,4891,39
543316845,5280,40
543316845,5731,41
543316845,2521,42
543316845,4838,43
543316845,264,44
543316845,2534,45
543316845,2767,46
543316845,2580,47
543316845,2528,48
543316845,5125,49
543316845,2325,50
543316845,5612,51
543316845,5751,52
543316845,5898,53
543316845,1543,54
543316845,2593,55
543316845,271,56
543316845,2571,57
543316845,4569,58
543316845,2743,59
543316845,3650,60
543316845,4752,61
543316845,1178,62
543316845,1484,63
543316845,3843,64
543316845,5739,65
543316845,2535,66
543316845,1754,67
543316845,1463,68
543316845,5772,69
543316845,3489,70
543316845,2756,71
543316845,198,72
543316845,1763,73
543316845,2662,74
543316845,1747,75
543316845,206,76
543316845,2375,77
543316845,5236,78
543316845,275,79
543316845,2155,80
543316845,2720,81
543316845,2761,82
543316845,2420,83
543316845,4149,84
543316845,1422,85
543316845,2425,86
543316845,5941,87
543316845,5310,88
543316845,4398,89
543316845,4503,90
543316845,5616,91
543316845,256,92
543316845,5702,93
543316845,2505,94
543316845,4654,95
543316845,1938,96
543316845,130,97
543316845,1995,98
543316845,4049,99
543316845,2861,100
546277040,5369,1
546277040,5679,2
546277040,2672,3
546277040,4107,4
546277040,5293,5
546277040,4881,6
546277040,4884,7
546277040,2641,8
546277040,3026,9
546277040,4433,10
546277040,1218,11
546277040,1189,12
546277040,198,13
546277040,1177,14
546277040,5648,15
546277040,5853,16
546277040,1168,17
546277040,4392,18
546277040,217,19
546277040,2861,20
546277040,115,21
546277040,494,22
546277040,2763,23
546277040,535,24
546277040,4583,25
546277040,3082,26
546277040,1185,27
546277040,5188,28
546277040,152,29
546277040,610,30
546277040,4456,31
546277040,2955,32
546277040,3721,33
546277040,4707,34
546277040,201,35
546277040,4239,36
546277040,2655,37
546277040,4244,38
546277040,130,39
546277040,3000,40
546277040,2633,41
546277040,544,42
546277040,1053,43
546277040,639,44
546277040,530,45
546277040,3881,46
546277040,1171,47
546277040,5259,48
546277040,551,49
546277040,5495,50
546277040,3613,51
546277040,1165,52
546277040,2681,53
546277040,638,54
546277040,4694,55
546277040,2058,56
546277040,1044,57
