"user_id","item_id","rank"
0,122904,1
0,166528,2
0,164179,3
0,122918,4
0,168252,5
0,122906,6
0,122886,7
0,139385,8
0,174055,9
0,122912,10
0,122924,11
0,128360,12
0,135536,13
0,171763,14
0,135143,15
0,152077,16
0,166461,17
0,164909,18
0,177593,19
0,166643,20
0,140174,21
0,177765,22
0,140956,23
0,158238,24
0,161582,25
0,182715,26
0,135133,27
0,137857,28
0,168248,29
0,185029,30
0,166635,31
0,187593,32
0,134853,33
0,169984,34
0,173941,35
0,162606,36
0,115122,37
0,175303,38
0,163645,39
0,174909,40
0,179817,41
0,166534,42
0,187595,43
0,165551,44
0,122898,45
0,168612,46
0,162578,47
0,149334,48
0,157296,49
0,168326,50
0,135436,51
0,175569,52
0,158966,53
0,168492,54
0,167746,55
0,187541,56
0,152970,57
0,168254,58
0,117529,59
0,160718,60
0,127108,61
0,165549,62
0,187031,63
0,179401,64
0,115149,65
0,189333,66
0,168366,67
0,183611,68
0,161580,69
0,160980,70
0,160271,71
0,166946,72
0,122890,73
0,135567,74
0,169864,75
0,173291,76
0,180297,77
0,122882,78
0,158783,79
0,136016,80
0,158872,81
0,175661,82
0,150548,83
0,111781,84
0,180045,85
0,164821,86
0,136562,87
0,156387,88
0,159093,89
0,176101,90
0,183897,91
0,163134,92
0,162598,93
0,177237,94
0,176419,95
0,159415,96
0,119145,97
0,177763,98
0,170827,99
0,106920,100
1,122922,1
1,179819,2
1,176371,3
1,168252,4
1,135536,5
1,122904,6
1,148626,7
1,122916,8
1,122886,9
1,122924,10
1,122926,11
1,122920,12
1,135143,13
1,174055,14
1,122912,15
1,168250,16
1,135569,17
1,168248,18
1,122906,19
1,136864,20
1,152081,21
1,171763,22
1,164909,23
1,158238,24
1,122898,25
1,152077,26
1,163645,27
1,166643,28
1,162600,29
1,142488,30
1,166534,31
1,173291,32
1,140174,33
1,161582,34
1,168254,35
1,166461,36
1,136020,37
1,180031,38
1,135567,39
1,135133,40
1,187595,41
1,162376,42
1,167746,43
1,177593,44
1,111781,45
1,173145,46
1,185029,47
1,149334,48
1,162414,49
1,143385,50
1,179401,51
1,177615,52
1,182823,53
1,134853,54
1,175303,55
1,168366,56
1,177765,57
1,167370,58
1,122890,59
1,161131,60
1,115149,61
1,159093,62
1,122882,63
1,168344,64
1,160563,65
1,166946,66
1,138036,67
1,175197,68
1,175569,69
1,177763,70
1,160271,71
1,137857,72
1,122896,73
1,159817,74
1,176751,75
1,152079,76
1,152970,77
1,162578,78
1,174909,79
1,168326,80
1,115122,81
1,119145,82
1,165347,83
1,187031,84
1,179817,85
1,157296,86
1,188301,87
1,162602,88
1,165101,89
1,170875,90
1,161127,91
1,160080,92
1,146656,93
1,140928,94
1,150548,95
1,165549,96
1,159690,97
1,162598,98
1,106002,99
1,170827,100
2,148626,1
2,122904,2
2,139385,3
2,168250,4
2,139644,5
2,166528,6
2,152081,7
2,174055,8
2,122922,9
2,140174,10
2,158238,11
2,179819,12
2,135143,13
2,143355,14
2,134130,15
2,171763,16
2,122886,17
2,176371,18
2,122918,19
2,168252,20
2,166643,21
2,128360,22
2,177593,23
2,161582,24
2,165549,25
2,122912,26
2,122916,27
2,177615,28
2,162414,29
2,152077,30
2,122906,31
2,166635,32
2,166461,33
2,166534,34
2,180031,35
2,122926,36
2,178061,37
2,135569,38
2,163645,39
2,177765,40
2,122924,41
2,137857,42
2,122882,43
2,165551,44
2,173941,45
2,140928,46
2,152970,47
2,136562,48
2,182715,49
2,162606,50
2,135536,51
2,149334,52
2,134853,53
2,187593,54
2,168248,55
2,162578,56
2,160980,57
2,176101,58
2,166946,59
2,168366,60
2,177763,61
2,167746,62
2,170697,63
2,189363,64
2,183611,65
2,136864,66
2,185029,67
2,140956,68
2,162600,69
2,140110,70
2,127108,71
2,179817,72
2,122900,73
2,174909,74
2,162350,75
2,122920,76
2,175303,77
2,180297,78
2,175569,79
2,146656,80
2,115122,81
2,166486,82
2,136020,83
2,173145,84
2,157699,85
2,168492,86
2,162376,87
2,157296,88
2,141749,89
2,158783,90
2,187541,91
2,115149,92
2,135436,93
2,152083,94
2,116797,95
2,122892,96
2,180045,97
2,160438,98
2,166705,99
2,177651,100
3,122904,1
3,164179,2
3,166528,3
3,122886,4
3,122920,5
3,122916,6
3,168250,7
3,139644,8
3,179819,9
3,128360,10
3,135569,11
3,135536,12
3,174055,13
3,135143,14
3,122924,15
3,164909,16
3,176371,17
3,122918,18
3,122912,19
3,168248,20
3,122926,21
3,177615,22
3,180031,23
3,162414,24
3,161582,25
3,140174,26
3,166635,27
3,166461,28
3,166534,29
3,149334,30
3,152077,31
3,136020,32
3,179817,33
3,137857,34
3,173941,35
3,162376,36
3,143859,37
3,136864,38
3,117529,39
3,115149,40
3,177765,41
3,136562,42
3,140956,43
3,119145,44
3,175303,45
3,185029,46
3,116797,47
3,173145,48
3,168326,49
3,165551,50
3,161131,51
3,162350,52
3,146656,53
3,177651,54
3,150548,55
3,140110,56
3,158872,57
3,135133,58
3,160980,59
3,158783,60
3,176101,61
3,110102,62
3,140267,63
3,162578,64
3,175569,65
3,167746,66
3,127108,67
3,169984,68
3,122892,69
3,168612,70
3,168366,71
3,152970,72
3,103228,73
3,179401,74
3,162598,75
3,138036,76
3,168254,77
3,112183,78
3,116897,79
3,180297,80
3,111781,81
3,168492,82
3,115122,83
3,106072,84
3,162082,85
3,166946,86
3,187541,87
3,107406,88
3,141866,89
3,109487,90
3,104879,91
3,160438,92
3,176751,93
3,183897,94
3,140928,95
3,164821,96
3,166705,97
3,122890,98
3,112556,99
3,103249,100
4,164179,1
4,122904,2
4,166528,3
4,152081,4
4,122922,5
4,168250,6
4,122916,7
4,158238,8
4,139385,9
4,143355,10
4,179819,11
4,148626,12
4,122912,13
4,176371,14
4,122918,15
4,134130,16
4,168252,17
4,122920,18
4,177593,19
4,142488,20
4,122926,21
4,177765,22
4,140267,23
4,122886,24
4,122924,25
4,135143,26
4,128360,27
4,135569,28
4,174055,29
4,162414,30
4,136864,31
4,171763,32
4,175303,33
4,135536,34
4,162376,35
4,122900,36
4,115713,37
4,162578,38
4,140174,39
4,115149,40
4,133771,41
4,149334,42
4,182715,43
4,139644,44
4,185029,45
4,136020,46
4,141866,47
4,175569,48
4,166534,49
4,161582,50
4,177615,51
4,159858,52
4,146656,53
4,180031,54
4,187593,55
4,160571,56
4,165549,57
4,173145,58
4,115122,59
4,166635,60
4,143859,61
4,140956,62
4,174909,63
4,135436,64
4,119145,65
4,1732,66
4,143385,67
4,169984,68
4,187595,69
4,174053,70
4,158528,71
4,164909,72
4,179401,73
4,166643,74
4,159415,75
4,122898,76
4,2176,77
4,176101,78
4,160080,79
4,183869,80
4,158783,81
4,188301,82
4,2012,83
4,103688,84
4,168366,85
4,121231,86
4,176419,87
4,180297,88
4,150548,89
4,134853,90
4,149406,91
4,86332,92
4,103341,93
4,152970,94
4,173941,95
4,140247,96
4,168248,97
4,2288,98
4,168492,99
4,158966,100
5,164179,1
5,134130,2
5,122920,3
5,122922,4
5,139385,5
5,176371,6
5,162376,7
5,179819,8
5,168252,9
5,128360,10
5,122918,11
5,142488,12
5,143355,13
