"user_id","item_id","rank"
0,152081,1
0,164909,2
0,152077,3
0,134130,4
0,179819,5
0,122918,6
0,122886,7
0,176371,8
0,171763,9
0,162376,10
0,139644,11
0,122922,12
0,168250,13
0,135569,14
0,142488,15
0,122912,16
0,180031,17
0,166643,18
0,140267,19
0,187595,20
0,135133,21
0,168252,22
0,128360,23
0,133771,24
0,163645,25
0,148626,26
0,137857,27
0,149334,28
0,135536,29
0,143385,30
0,174055,31
0,158783,32
0,96728,33
0,157296,34
0,177765,35
0,139385,36
0,162414,37
0,122920,38
0,158238,39
0,152083,40
0,159817,41
0,135143,42
0,143355,43
0,136562,44
0,140174,45
0,122916,46
0,177593,47
0,168612,48
0,122900,49
0,160438,50
0,134853,51
0,162602,52
0,136864,53
0,146656,54
0,1682,55
0,135436,56
0,56782,57
0,117895,58
0,5971,59
0,187541,60
0,115569,61
0,116897,62
0,106916,63
0,187593,64
0,3160,65
0,115713,66
0,114180,67
0,116797,68
0,145839,69
0,150548,70
0,182715,71
0,173941,72
0,165549,73
0,76077,74
0,1207,75
0,2761,76
0,112552,77
0,180497,78
0,175661,79
0,2858,80
0,136016,81
0,159093,82
0,157200,83
0,93721,84
0,151759,85
0,112183,86
0,122924,87
0,90439,88
0,64957,89
0,115149,90
0,778,91
0,114935,92
0,179817,93
0,122882,94
0,159858,95
0,165101,96
0,111443,97
0,113378,98
0,72998,99
0,1209,100
1,164179,1
1,128360,2
1,122886,3
1,174055,4
1,122904,5
1,168250,6
1,152081,7
1,142488,8
1,122918,9
1,164909,10
1,149334,11
1,122916,12
1,148626,13
1,122920,14
1,166528,15
1,179819,16
1,134130,17
1,143355,18
1,140174,19
1,152970,20
1,135143,21
1,176101,22
1,187593,23
1,171763,24
1,168248,25
1,173941,26
1,166643,27
1,122906,28
1,162414,29
1,122926,30
1,139644,31
1,586,32
1,187595,33
1,192803,34
1,143385,35
1,133771,36
1,170705,37
1,122924,38
1,137857,39
1,136864,40
1,169984,41
1,122912,42
1,182715,43
1,162376,44
1,168252,45
1,122922,46
1,168612,47
1,115713,48
1,134853,49
1,177593,50
1,150548,51
1,157296,52
1,183611,53
1,188301,54
1,46578,55
1,187541,56
1,152077,57
1,180031,58
1,159858,59
1,112852,60
1,166635,61
1,115149,62
1,174053,63
1,189333,64
1,131656,65
1,1196,66
1,122882,67
1,177765,68
1,139385,69
1,176419,70
1,140928,71
1,161966,72
1,96728,73
1,158238,74
1,169864,75
1,116897,76
1,189203,77
1,106072,78
1,55820,79
1,122892,80
1,179401,81
1,135569,82
1,3300,83
1,159817,84
1,122900,85
1,192385,86
1,106782,87
1,185029,88
1,1968,89
1,7293,90
1,175569,91
1,103341,92
1,102903,93
1,173197,94
1,106918,95
1,158783,96
1,161922,97
1,162082,98
1,117529,99
1,140162,100
2,122904,1
2,142488,2
2,152077,3
2,166528,4
2,164179,5
2,139644,6
2,128360,7
2,168252,8
2,176371,9
2,162376,10
2,168250,11
2,134130,12
2,164909,13
2,177593,14
2,135536,15
2,143355,16
2,122886,17
2,140174,18
2,158966,19
2,174055,20
2,122882,21
2,115713,22
2,176101,23
2,135143,24
2,160438,25
2,166635,26
2,133771,27
2,180497,28
2,136864,29
2,169864,30
2,168248,31
2,122906,32
2,137857,33
2,177765,34
2,139385,35
2,135133,36
2,143859,37
2,180031,38
2,115149,39
2,161582,40
2,122922,41
2,106920,42
2,136562,43
2,182715,44
2,143385,45
2,187593,46
2,122920,47
2,134853,48
2,146656,49
2,2858,50
2,160080,51
2,158872,52
2,79702,53
2,187541,54
2,72998,55
2,152081,56
2,166024,57
2,122918,58
2,136018,59
2,152970,60
2,4369,61
2,170705,62
2,115569,63
2,166461,64
2,159755,65
2,122900,66
2,40629,67
2,149334,68
2,90439,69
2,185473,70
2,90866,71
2,166946,72
2,122916,73
2,3471,74
2,157296,75
2,140956,76
2,172591,77
2,152083,78
2,161131,79
2,166643,80
2,122912,81
2,1304,82
2,122926,83
2,106916,84
2,168612,85
2,177651,86
2,70,87
2,141890,88
2,164981,89
2,136020,90
2,156609,91
2,88163,92
2,8368,93
2,122924,94
2,179819,95
2,4262,96
2,54001,97
2,189363,98
2,778,99
2,103980,100
3,122904,1
3,176371,2
3,122882,3
3,148626,4
3,122886,5
3,6541,6
3,116797,7
3,119145,8
3,1333,9
3,96610,10
3,1200,11
3,142488,12
3,139644,13
3,122920,14
3,1873,15
3,164179,16
3,105844,17
3,1090,18
3,3968,19
3,3113,20
3,1274,21
3,179819,22
3,72308,23
3,152970,24
3,134130,25
3,135536,26
3,95441,27
3,3054,28
3,1754,29
3,81834,30
3,6942,31
3,103341,32
3,4011,33
3,168250,34
3,2505,35
3,69844,36
3,1095,37
3,3481,38
3,2160,39
3,106782,40
3,260,41
3,6365,42
3,118696,43
3,116799,44
3,161582,45
3,8957,46
3,103249,47
3,152081,48
3,155064,49
3,5418,50
3,940,51
3,6774,52
3,149334,53
3,134170,54
3,137857,55
3,1619,56
3,4823,57
3,118880,58
3,136864,59
3,106918,60
3,1876,61
3,103228,62
3,139855,63
3,910,64
3,166528,65
3,1459,66
3,4865,67
3,3174,68
3,2231,69
3,1805,70
3,111743,71
3,166635,72
3,8604,73
3,8368,74
3,3896,75
3,143355,76
3,105593,77
3,1499,78
3,344,79
3,122924,80
3,2728,81
3,187593,82
3,832,83
3,2692,84
3,3527,85
3,86332,86
3,541,87
3,552,88
3,53519,89
3,2628,90
3,112852,91
3,117176,92
3,106072,93
3,45722,94
3,99114,95
3,106916,96
3,2959,97
3,61323,98
3,115713,99
3,153,100
4,122904,1
4,164179,2
4,122886,3
4,122920,4
4,148626,5
4,139385,6
