datetime,temp
2011-01-01,14.110833333333332
2011-01-02,14.902608695652171
2011-01-03,8.050909090909089
2011-01-04,8.200000000000001
2011-01-05,9.305217391304348
2011-01-06,8.378260869565219
2011-01-07,8.057391304347824
2011-01-08,6.765
2011-01-09,5.671666666666666
2011-01-10,6.184166666666669
2011-01-11,6.932727272727274
2011-01-12,7.081818181818184
2011-01-13,6.765000000000001
2011-01-14,6.595652173913044
2011-01-15,9.56666666666667
2011-01-16,9.49833333333333
2011-01-17,7.209166666666667
2011-01-18,8.883333333333331
2011-01-19,11.97913043478261
2011-01-20,10.728333333333333
2011-01-21,7.2775
2011-01-22,2.424347826086957
2011-01-23,3.957391304347826
2011-01-24,3.9930434782608697
2011-01-25,9.162608695652176
2011-01-26,8.917499999999997
2011-01-27,7.995000000000001
2011-01-28,8.342608695652174
2011-01-29,8.057391304347826
2011-01-30,8.877391304347828
2011-01-31,7.4141666666666675
2011-02-01,7.87913043478261
2011-02-02,10.66
2011-02-03,7.665217391304345
2011-02-04,8.663478260869567
2011-02-05,9.566666666666666
2011-02-06,11.719166666666666
2011-02-07,11.138333333333334
2011-02-08,9.054166666666667
2011-02-09,5.526086956521739
2011-02-10,5.918260869565216
2011-02-11,7.752727272727273
2011-02-12,9.1225
2011-02-13,12.977391304347824
2011-02-14,17.014999999999997
2011-02-15,10.909565217391306
2011-02-16,13.048695652173913
2011-02-17,17.869166666666665
2011-02-18,21.388333333333335
2011-02-19,16.365833333333338
2011-02-20,11.69391304347826
2011-02-21,12.436666666666666
2011-02-22,7.47111111111111
2011-02-23,9.091304347826089
2011-02-24,12.121739130434786
2011-02-25,14.93826086956522
2011-02-26,11.582499999999998
2011-02-27,14.082608695652171
2011-02-28,16.698181818181823
2011-03-01,10.933333333333335
2011-03-02,13.735
2011-03-03,8.131666666666666
2011-03-04,10.728333333333333
2011-03-05,15.75083333333334
2011-03-06,15.437391304347823
2011-03-07,10.731304347826086
2011-03-08,11.992500000000001
2011-03-09,12.129166666666665
2011-03-10,15.952727272727275
2011-03-11,12.977391304347828
2011-03-12,13.49583333333333
2011-03-13,15.758260869565222
2011-03-14,13.333913043478264
2011-03-15,13.01304347826087
2011-03-16,14.97391304347826
2011-03-17,17.015
2011-03-18,22.14
2011-03-19,19.3725
2011-03-20,13.6325
2011-03-21,17.647826086956524
2011-03-22,18.108333333333334
2011-03-23,14.225217391304348
2011-03-24,11.685000000000004
2011-03-25,10.830833333333336
2011-03-26,10.899166666666666
2011-03-27,10.374782608695652
2011-03-28,10.838260869565218
2011-03-29,12.402500000000002
2011-03-30,12.299999999999995
2011-03-31,11.00166666666667
2011-04-01,12.299999999999999
2011-04-02,12.915000000000001
2011-04-03,15.51166666666667
2011-04-04,23.506666666666664
2011-04-05,16.980833333333333
2011-04-06,16.02416666666667
2011-04-07,17.937500000000004
2011-04-08,13.769166666666669
2011-04-09,14.042499999999997
2011-04-10,17.493333333333336
2011-04-11,24.421739130434776
2011-04-12,20.602500000000003
2011-04-13,16.912500000000005
2011-04-14,19.1675
2011-04-15,18.31333333333333
2011-04-16,17.66416666666667
2011-04-17,18.723333333333333
2011-04-18,21.0125
2011-04-19,20.739166666666662
2011-04-20,24.394999999999996
2011-04-21,18.825833333333335
2011-04-22,13.803333333333335
2011-04-23,18.86
2011-04-24,23.848333333333333
2011-04-25,24.873333333333324
2011-04-26,25.89833333333333
2011-04-27,25.419999999999998
2011-04-28,25.317500000000006
2011-04-29,20.91
2011-04-30,19.3725
2011-05-01,18.518333333333338
2011-05-02,22.515833333333337
2011-05-03,25.28333333333333
2011-05-04,16.98083333333333
2011-05-05,18.82583333333333
2011-05-06,19.645833333333336
2011-05-07,21.319999999999997
2011-05-08,21.661666666666665
2011-05-09,21.832500000000007
2011-05-10,21.8325
2011-05-11,22.242500000000003
2011-05-12,21.935000000000002
2011-05-13,21.012499999999996
2011-05-14,21.35416666666666
2011-05-15,23.0625
2011-05-16,23.6775
2011-05-17,23.028333333333332
2011-05-18,22.55
2011-05-19,21.764166666666664
2011-05-20,22.003333333333334
2011-05-21,24.702499999999997
2011-05-22,24.77083333333333
2011-05-23,25.898333333333326
2011-05-24,27.05999999999999
2011-05-25,27.094166666666663
2011-05-26,29.041666666666668
2011-05-27,27.948333333333334
2011-05-28,26.889166666666664
2011-05-29,27.367499999999993
2011-05-30,30.066666666666666
2011-05-31,31.774999999999995
2011-06-01,31.330833333333334
2011-06-02,29.314999999999998
2011-06-03,25.41999999999999
2011-06-04,26.034999999999997
2011-06-05,26.581666666666663
2011-06-06,27.811666666666667
2011-06-07,29.007500000000004
2011-06-08,31.80916666666666
2011-06-09,33.141666666666666
2011-06-10,30.954999999999995
2011-06-11,29.724999999999994
2011-06-12,28.392500000000002
2011-06-13,26.034999999999997
2011-06-14,24.77083333333334
2011-06-15,25.693333333333328
2011-06-16,25.76166666666666
2011-06-17,26.61583333333333
2011-06-18,28.563333333333333
2011-06-19,28.665833333333328
2011-06-20,26.034999999999997
2011-06-21,27.914166666666674
2011-06-22,30.066666666666663
2011-06-23,29.86166666666668
2011-06-24,29.69083333333334
2011-06-25,28.49499999999999
2011-06-26,27.88
2011-06-27,27.982499999999998
2011-06-28,30.510833333333338
2011-06-29,29.861666666666665
2011-06-30,28.563333333333336
2011-07-01,29.622500000000002
2011-07-02,30.27166666666666
2011-07-03,29.383333333333322
2011-07-04,29.793333333333337
2011-07-05,30.61333333333333
2011-07-06,29.52
2011-07-07,30.75
2011-07-08,29.075833333333318
2011-07-09,30.066666666666663
2011-07-10,30.647499999999997
2011-07-11,31.2625
2011-07-12,32.560833333333335
2011-07-13,30.61333333333334
2011-07-14,27.914166666666663
2011-07-15,27.196666666666662
2011-07-16,28.15333333333334
2011-07-17,29.485833333333332
2011-07-18,30.613333333333333
2011-07-19,31.843333333333334
2011-07-20,31.501666666666665
2011-07-21,33.415
2011-07-22,34.78166666666666
2011-07-23,34.81583333333332
2011-07-24,34.029999999999994
2011-07-25,30.476666666666674
2011-07-26,31.638333333333325
2011-07-27,31.774999999999995
2011-07-28,31.94583333333333
2011-07-29,34.37166666666666
2011-07-30,32.97083333333333
2011-07-31,33.03916666666667
2011-08-01,31.638333333333332
2011-08-02,32.11666666666666
2011-08-03,29.99833333333334
2011-08-04,29.110000000000003
2011-08-05,29.144166666666674
2011-08-06,29.383333333333336
2011-08-07,30.4425
2011-08-08,31.365
2011-08-09,31.774999999999995
2011-08-10,31.433333333333334
2011-08-11,29.417500000000004
2011-08-12,29.041666666666668
2011-08-13,28.119166666666658
2011-08-14,27.743333333333336
2011-08-15,27.29916666666666
2011-08-16,28.73416666666667
2011-08-17,29.65666666666667
2011-08-18,29.17833333333333
2011-08-19,28.084999999999997
2011-08-20,28.597500000000007
2011-08-21,29.144166666666674
2011-08-22,28.358333333333324
2011-08-23,26.274166666666655
2011-08-24,27.606666666666673
2011-08-25,28.05083333333332
2011-08-26,28.700000000000003
2011-08-27,27.88
2011-08-28,28.98941176470588
2011-08-29,26.103333333333328
2011-08-30,26.20583333333332
2011-08-31,26.92333333333332
2011-09-01,26.85499999999999
2011-09-02,26.376666666666665
2011-09-03,27.435833333333335
2011-09-04,29.075833333333335
2011-09-05,27.60666666666666
2011-09-06,22.13999999999999
2011-09-07,24.565833333333334
2011-09-08,25.990434782608695
2011-09-09,26.64999999999999
2011-09-10,27.05999999999999
2011-09-11,26.786666666666658
2011-09-12,26.41826086956521
2011-09-13,26.68416666666666
2011-09-14,27.606666666666666
2011-09-15,23.6775
2011-09-16,19.23583333333333
2011-09-17,20.15833333333333
2011-09-18,20.807499999999994
2011-09-19,22.515833333333337
2011-09-20,23.028333333333336
2011-09-21,24.395
2011-09-22,25.76166666666666
2011-09-23,24.975833333333345
2011-09-24,24.873333333333335
2011-09-25,26.00083333333333
2011-09-26,26.615833333333327
2011-09-27,26.103333333333335
2011-09-28,26.035
2011-09-29,25.283333333333335
2011-09-30,23.130833333333342
2011-10-01,16.81
2011-10-02,14.62333333333333
2011-10-03,15.750833333333327
2011-10-04,19.85083333333333
2011-10-05,22.07166666666667
2011-10-06,20.26083333333333
2011-10-07,20.944166666666668
2011-10-08,21.388333333333335
2011-10-09,22.174166666666665
2011-10-10,23.404166666666665
2011-10-11,23.233333333333338
2011-10-12,22.276666666666657
2011-10-13,24.155833333333334
2011-10-14,22.584166666666665
2011-10-15,20.773333333333337
2011-10-16,20.97833333333333
2011-10-17,21.900833333333328
2011-10-18,21.8325
2011-10-19,22.211304347826083
2011-10-20,19.509166666666673
2011-10-21,17.527500000000003
2011-10-22,17.322499999999998
2011-10-23,17.288333333333338
2011-10-24,18.996666666666666
2011-10-25,19.33833333333333
2011-10-26,19.85083333333333
2011-10-27,19.27
2011-10-28,13.564166666666667
2011-10-29,10.420833333333336
